"","Frequency","Max..ug.g.","Component.Name","CAS..","sample","tissue","name","species"
"8328",0,0,"Piperonyl butoxide","51-03-6","X1.BT.1",NA,"BT","Bufo Terrestris"
"8329",0,0,"Permethrin, cis-—","61949-76-6","X1.BT.1",NA,"BT","Bufo Terrestris"
"8330",0,0,"Fenvalerate 1††","51630-58-1","X1.BT.1",NA,"BT","Bufo Terrestris"
"8331",0,0,"Acrinathrin","101007-06-1","X1.BT.1",NA,"BT","Bufo Terrestris"
"8332",0,0,"Chlorpropham","101-21-3","X1.BT.1",NA,"BT","Bufo Terrestris"
"8333",0,0,"Imidacloprid-D4","1015855-75-0","X1.BT.1",NA,"BT","Bufo Terrestris"
"8334",0,0,"Heptachlor epoxide","1024-57-3","X1.BT.1",NA,"BT","Bufo Terrestris"
"8335",0,0,"tau-Fluvalinate 1††","102851-06-9","X1.BT.1",NA,"BT","Bufo Terrestris"
"8336",0,0,"Chlorbenside","103-17-3","X1.BT.1",NA,"BT","Bufo Terrestris"
"8337",0,0,"Resmethrin 1††","10453-86-8","X1.BT.1",NA,"BT","Bufo Terrestris"
"8338",0,0,"Dichlofluanid","1085-98-9","X1.BT.1",NA,"BT","Bufo Terrestris"
"8339",0,0,"Pebulate","1114-71-2","X1.BT.1",NA,"BT","Bufo Terrestris"
"8340",0,0,"Cycloate","1134-23-2","X1.BT.1",NA,"BT","Bufo Terrestris"
"8341",0,0,"MGK 264 1††","113-48-4","X1.BT.1",NA,"BT","Bufo Terrestris"
"8342",0,0,"Endosulfan","115-29-7","X1.BT.1",NA,"BT","Bufo Terrestris"
"8343",0,0,"Tetradifon","116-29-0","X1.BT.1",NA,"BT","Bufo Terrestris"
"8344",0,0,"Tecnazene","117-18-0","X1.BT.1",NA,"BT","Bufo Terrestris"
"8345",0,0,"Transfluthrin","118712-89-3","X1.BT.1",NA,"BT","Bufo Terrestris"
"8346",0,0,"Hexachlorobenzene","118-74-1","X1.BT.1",NA,"BT","Bufo Terrestris"
"8347",0,0,"Pyridaphenthion","119-12-0","X1.BT.1",NA,"BT","Bufo Terrestris"
"8348",0,0,"Tebufenpyrad","119168-77-3","X1.BT.1",NA,"BT","Bufo Terrestris"
"8349",0,0,"Diclobenil","1194-65-6","X1.BT.1",NA,"BT","Bufo Terrestris"
"8350",0,0,"Thiacloprid","11988-49-9","X1.BT.1",NA,"BT","Bufo Terrestris"
"8351",0,0,"Fenitrothion","122-14-5","X1.BT.1",NA,"BT","Bufo Terrestris"
"8352",0,0,"Chlorfenapyr","122453-73-0","X1.BT.1",NA,"BT","Bufo Terrestris"
"8353",0,0,"Clothianidin-D3","126776-24-8","X1.BT.1",NA,"BT","Bufo Terrestris"
"8354",0,0,"Carfentrazone ethyl","128639-02-1","X1.BT.1",NA,"BT","Bufo Terrestris"
"8355",0,0,"Thiamethoxam-D3","1294048-82-0","X1.BT.1",NA,"BT","Bufo Terrestris"
"8356",0,0,"Terbufos","13071-79-9","X1.BT.1",NA,"BT","Bufo Terrestris"
"8357",0,0,"Bromfenvinphos-methyl","13104-21-7","X1.BT.1",NA,"BT","Bufo Terrestris"
"8358",0,0,"Captan","133-06-2","X1.BT.1",NA,"BT","Bufo Terrestris"
"8359",0,0,"Folpet","133-07-3","X1.BT.1",NA,"BT","Bufo Terrestris"
"8360",0,0,"Pyrazophos","13457-18-6","X1.BT.1",NA,"BT","Bufo Terrestris"
"8361",0,0,"Acetamiprid-D3","1353869-35-8","X1.BT.1",NA,"BT","Bufo Terrestris"
"8362",0,0,"Acetamiprid","135410-20-7","X1.BT.1",NA,"BT","Bufo Terrestris"
"8363",0,0,"Quinalphos","13593-03-8","X1.BT.1",NA,"BT","Bufo Terrestris"
"8364",0,0,"Fluquinconazole","136426-54-5","X1.BT.1",NA,"BT","Bufo Terrestris"
"8365",0,0,"Imidacloprid","138261-41-3","X1.BT.1",NA,"BT","Bufo Terrestris"
"8366",0,0,"Nitenpyram","150824-47-8","X1.BT.1",NA,"BT","Bufo Terrestris"
"8367",0,0,"Thiamethoxam","153719-23-4","X1.BT.1",NA,"BT","Bufo Terrestris"
"8368",0,0,"Trifluralin","1582-09-8","X1.BT.1",NA,"BT","Bufo Terrestris"
"8369",0,0,"Dinotefuran","165252-70-0","X1.BT.1",NA,"BT","Bufo Terrestris"
"8370",0,0,"Edifenphos","17109-49-8","X1.BT.1",NA,"BT","Bufo Terrestris"
"8371",0,0,"Thiacloprid-D4","1793071-39-2","X1.BT.1",NA,"BT","Bufo Terrestris"
"8372",0,0,"Iodofenfos","18181-70-9","X1.BT.1",NA,"BT","Bufo Terrestris"
"8373",0,0,"Bromopropylate","18181-80-1","X1.BT.1",NA,"BT","Bufo Terrestris"
"8374",0,0,"Pentachlorothioanisole","1825-19-0","X1.BT.1",NA,"BT","Bufo Terrestris"
"8375",0,0,"Pentachloroanisole","1825-21-4","X1.BT.1",NA,"BT","Bufo Terrestris"
"8376",0,0,"Nitrofen","1836-75-5","X1.BT.1",NA,"BT","Bufo Terrestris"
"8377",0,0,"Chlorthal-dimethyl","1861-32-1","X1.BT.1",NA,"BT","Bufo Terrestris"
"8378",0,0,"Benfluralin","1861-40-1","X1.BT.1",NA,"BT","Bufo Terrestris"
"8379",0,0,"Propachlor","1918-16-7","X1.BT.1",NA,"BT","Bufo Terrestris"
"8380",0,0,"Oxadiazon","19666-30-9","X1.BT.1",NA,"BT","Bufo Terrestris"
"8381",0,0,"Pentachlorobenzonitrile","20925-85-3","X1.BT.1",NA,"BT","Bufo Terrestris"
"8382",0,0,"EPN","2104-64-5","X1.BT.1",NA,"BT","Bufo Terrestris"
"8383",0,0,"Bromophos-methyl","2104-96-3","X1.BT.1",NA,"BT","Bufo Terrestris"
"8384",0,0,"Clothianidin","210880-92-5","X1.BT.1",NA,"BT","Bufo Terrestris"
"8385",0,0,"4,4'-Methoxychlor olefin","2132-70-9","X1.BT.1",NA,"BT","Bufo Terrestris"
"8386",0,0,"Leptophos","21609-90-5","X1.BT.1",NA,"BT","Bufo Terrestris"
"8387",0,0,"Fenamiphos","22224-92-6","X1.BT.1",NA,"BT","Bufo Terrestris"
"8388",0,0,"Tetrachlorvinphos","22248-79-9","X1.BT.1",NA,"BT","Bufo Terrestris"
"8389",0,0,"Diallate 1††","2303-16-4","X1.BT.1",NA,"BT","Bufo Terrestris"
"8390",0,0,"Triallate","2303-17-5","X1.BT.1",NA,"BT","Bufo Terrestris"
"8391",0,0,"Phosalone","2310-17-0","X1.BT.1",NA,"BT","Bufo Terrestris"
"8392",0,0,"Propargite—","2312-35-8","X1.BT.1",NA,"BT","Bufo Terrestris"
"8393",0,0,"Pirimiphos-ethyl","23505-41-1","X1.BT.1",NA,"BT","Bufo Terrestris"
"8394",0,0,"Propyzamide","23950-58-5","X1.BT.1",NA,"BT","Bufo Terrestris"
"8395",0,0,"Triazophos","24017-47-8","X1.BT.1",NA,"BT","Bufo Terrestris"
"8396",0,0,"Captafol","6/1/2425","X1.BT.1",NA,"BT","Bufo Terrestris"
"8397",0,0,"Etridazole","2593-15-9","X1.BT.1",NA,"BT","Bufo Terrestris"
"8398",0,0,"Phenothrin 1††","26002-80-2","X1.BT.1",NA,"BT","Bufo Terrestris"
"8399",0,0,"Profluralin","26399-36-0","X1.BT.1",NA,"BT","Bufo Terrestris"
"8400",0,0,"Azinphos-ethyl","2642-71-9","X1.BT.1",NA,"BT","Bufo Terrestris"
"8401",0,0,"Chloroneb","2675-77-6","X1.BT.1",NA,"BT","Bufo Terrestris"
"8402",0,0,"Norflurazon","27314-13-2","X1.BT.1",NA,"BT","Bufo Terrestris"
"8403",0,0,"Prodiamine","29091-21-2","X1.BT.1",NA,"BT","Bufo Terrestris"
"8404",0,0,"Chlorpyrifos","2921-88-2","X1.BT.1",NA,"BT","Bufo Terrestris"
"8405",0,0,"Pirimiphos-methyl","29232-93-7","X1.BT.1",NA,"BT","Bufo Terrestris"
"8406",0,0,"Phorate","298-02-2","X1.BT.1",NA,"BT","Bufo Terrestris"
"8407",0,0,"Disulfoton","298-04-4","X1.BT.1",NA,"BT","Bufo Terrestris"
"8408",0,0,"Fenchlorphos","299-84-3","X1.BT.1",NA,"BT","Bufo Terrestris"
"8409",0,0,"2,4'-Methoxychlor","30667-99-3","X1.BT.1",NA,"BT","Bufo Terrestris"
"8410",0,0,"Aldrin","309-00-2","X1.BT.1",NA,"BT","Bufo Terrestris"
"8411",0,0,"BHC, alpha-","319-84-6","X1.BT.1",NA,"BT","Bufo Terrestris"
"8412",0,0,"BHC, beta-","319-85-7","X1.BT.1",NA,"BT","Bufo Terrestris"
"8413",0,0,"BHC, delta-","319-86-8","X1.BT.1",NA,"BT","Bufo Terrestris"
"8414",0,0,"Procymidone","32809-16-8","X1.BT.1",NA,"BT","Bufo Terrestris"
"8415",0,0,"Linuron","330-55-2","X1.BT.1",NA,"BT","Bufo Terrestris"
"8416",0,0,"Fluchloralin","33245-39-5","X1.BT.1",NA,"BT","Bufo Terrestris"
"8417",0,0,"Diazinon","333-41-5","X1.BT.1",NA,"BT","Bufo Terrestris"
"8418",0,0,"Bromfenvinphos","33399-00-7","X1.BT.1",NA,"BT","Bufo Terrestris"
"8419",0,0,"Isopropalin","33820-53-0","X1.BT.1",NA,"BT","Bufo Terrestris"
"8420",0,0,"Prothiofos","34643-46-4","X1.BT.1",NA,"BT","Bufo Terrestris"
"8421",0,0,"Tetrachloroaniline, 2,3,5,6-","3481-20-7","X1.BT.1",NA,"BT","Bufo Terrestris"
"8422",0,0,"Sulprofos","35400-43-2","X1.BT.1",NA,"BT","Bufo Terrestris"
"8423",0,0,"Iprodione","36734-19-7","X1.BT.1",NA,"BT","Bufo Terrestris"
"8424",0,0,"Sulfotep","3689-24-5","X1.BT.1",NA,"BT","Bufo Terrestris"
"8425",0,0,"Fenpropathrin","39515-41-8","X1.BT.1",NA,"BT","Bufo Terrestris"
"8426",0,0,"Profenofos","41198-08-7","X1.BT.1",NA,"BT","Bufo Terrestris"
"8427",0,0,"Bupirimate","41483-43-6","X1.BT.1",NA,"BT","Bufo Terrestris"
"8428",0,0,"Tricyclazole","41814-78-2","X1.BT.1",NA,"BT","Bufo Terrestris"
"8429",0,0,"Isazophos","42509-80-8","X1.BT.1",NA,"BT","Bufo Terrestris"
"8430",0,0,"Oxyfluorfen","42874-03-3","X1.BT.1",NA,"BT","Bufo Terrestris"
"8431",0,0,"Isodrin","465-73-6","X1.BT.1",NA,"BT","Bufo Terrestris"
"8432",0,0,"Chlorfenvinphos 1††","470-90-6","X1.BT.1",NA,"BT","Bufo Terrestris"
"8433",0,0,"Nitralin","4726-14-1","X1.BT.1",NA,"BT","Bufo Terrestris"
"8434",0,0,"Bromophos-ethyl","4824-78-6","X1.BT.1",NA,"BT","Bufo Terrestris"
"8435",0,0,"DDT, p,p'-","50-29-3","X1.BT.1",NA,"BT","Bufo Terrestris"
"8436",0,0,"Vinclozolin","50471-44-8","X1.BT.1",NA,"BT","Bufo Terrestris"
"8437",0,0,"Dimethachlor","50563-36-5","X1.BT.1",NA,"BT","Bufo Terrestris"
"8438",0,0,"Chlorobenzilate","510-15-6","X1.BT.1",NA,"BT","Bufo Terrestris"
"8439",0,0,"Chlordane, cis-","5103-71-9","X1.BT.1",NA,"BT","Bufo Terrestris"
"8440",0,0,"Nonachlor, cis-","5103-73-1","X1.BT.1",NA,"BT","Bufo Terrestris"
"8441",0,0,"Chlordane, trans-","5103-74-2","X1.BT.1",NA,"BT","Bufo Terrestris"
"8442",0,0,"Hexazinone","51235-04-2","X1.BT.1",NA,"BT","Bufo Terrestris"
"8443",0,0,"Cypermethrin 1††","52315-07-8","X1.BT.1",NA,"BT","Bufo Terrestris"
"8444",0,0,"Pentachloroaniline","527-20-8","X1.BT.1",NA,"BT","Bufo Terrestris"
"8445",0,0,"Deltamethrin","52918-63-5","X1.BT.1",NA,"BT","Bufo Terrestris"
"8446",0,0,"Pyrimethanil","53112-28-0","X1.BT.1",NA,"BT","Bufo Terrestris"
"8447",0,0,"Endrin ketone","53494-70-5","X1.BT.1",NA,"BT","Bufo Terrestris"
"8448",0,0,"Ethalfluralin","55283-68-6","X1.BT.1",NA,"BT","Bufo Terrestris"
"8449",0,0,"Fenthion","55-38-9","X1.BT.1",NA,"BT","Bufo Terrestris"
"8450",0,0,"Chlorpyrifos-methyl","5598-13-0","X1.BT.1",NA,"BT","Bufo Terrestris"
"8451",0,0,"Ethion","563-12-2","X1.BT.1",NA,"BT","Bufo Terrestris"
"8452",0,0,"Parathion","56-38-2","X1.BT.1",NA,"BT","Bufo Terrestris"
"8453",0,0,"Coumaphos","56-72-4","X1.BT.1",NA,"BT","Bufo Terrestris"
"8454",0,0,"Tolclofos-methyl","57018-04-9","X1.BT.1",NA,"BT","Bufo Terrestris"
"8455",0,0,"Metalaxyl—","57837-19-1","X1.BT.1",NA,"BT","Bufo Terrestris"
"8456",0,0,"Acequinocyl","57960-19-7","X1.BT.1",NA,"BT","Bufo Terrestris"
"8457",0,0,"BHC, gamma-","58-89-9","X1.BT.1",NA,"BT","Bufo Terrestris"
"8458",0,0,"Terbacil","5902-51-2","X1.BT.1",NA,"BT","Bufo Terrestris"
"8459",0,0,"Terbutylazine—","5915-41-3","X1.BT.1",NA,"BT","Bufo Terrestris"
"8460",0,0,"Fluridone","59756-60-4","X1.BT.1",NA,"BT","Bufo Terrestris"
"8461",0,0,"Fenarimol","60168-88-9","X1.BT.1",NA,"BT","Bufo Terrestris"
"8462",0,0,"Chlorthiophos 1—††","60238-56-4 ","X1.BT.1",NA,"BT","Bufo Terrestris"
"8463",0,0,"Pentachlorobenzene","608-93-5","X1.BT.1",NA,"BT","Bufo Terrestris"
"8464",0,0,"Methacrifos","62610-77-9","X1.BT.1",NA,"BT","Bufo Terrestris"
"8465",0,0,"Penconazole","66246-88-6","X1.BT.1",NA,"BT","Bufo Terrestris"
"8466",0,0,"Metazachlor","67129-08-2","X1.BT.1",NA,"BT","Bufo Terrestris"
"8467",0,0,"Prochloraz","67747-09-5","X1.BT.1",NA,"BT","Bufo Terrestris"
"8468",0,0,"Cyfluthrin 1††","68359-37-5","X1.BT.1",NA,"BT","Bufo Terrestris"
"8469",0,0,"Triflumizole","68694-11-1","X1.BT.1",NA,"BT","Bufo Terrestris"
"8470",0,0,"Flucythrinate 1††","70124-77-5","X1.BT.1",NA,"BT","Bufo Terrestris"
"8471",0,0,"Propanil","709-98-8","X1.BT.1",NA,"BT","Bufo Terrestris"
"8472",0,0,"Endrin","72-20-8","X1.BT.1",NA,"BT","Bufo Terrestris"
"8473",0,0,"Methoxychlor","72-43-5","X1.BT.1",NA,"BT","Bufo Terrestris"
"8474",0,0,"DDD, p,p'-","72-54-8","X1.BT.1",NA,"BT","Bufo Terrestris"
"8475",0,0,"Ethylan","72-56-0","X1.BT.1",NA,"BT","Bufo Terrestris"
"8476",0,0,"Tolylfluanid","731-27-1","X1.BT.1",NA,"BT","Bufo Terrestris"
"8477",0,0,"Phosmet","732-11-6","X1.BT.1",NA,"BT","Bufo Terrestris"
"8478",0,0,"Endrin aldehyde","7421-93-4","X1.BT.1",NA,"BT","Bufo Terrestris"
"8479",0,0,"Heptachlor","76-44-8","X1.BT.1",NA,"BT","Bufo Terrestris"
"8480",0,0,"Flutriafol","76674-21-0","X1.BT.1",NA,"BT","Bufo Terrestris"
"8481",0,0,"Paclobutrazol","76738-62-0","X1.BT.1",NA,"BT","Bufo Terrestris"
"8482",0,0,"Tetramethrin 1††","7696-12-0","X1.BT.1",NA,"BT","Bufo Terrestris"
"8483",0,0,"Pyraclofos","77458-01-6","X1.BT.1",NA,"BT","Bufo Terrestris"
"8484",0,0,"Mevinphos ","7786-34-7","X1.BT.1",NA,"BT","Bufo Terrestris"
"8485",0,0,"Carbophenothion","786-19-6","X1.BT.1",NA,"BT","Bufo Terrestris"
"8486",0,0,"Fluazifop-P-butyl","79241-46-6","X1.BT.1",NA,"BT","Bufo Terrestris"
"8487",0,0,"Tefluthrin","79538-32-2","X1.BT.1",NA,"BT","Bufo Terrestris"
"8488",0,0,"Chlorfenson","80-33-1","X1.BT.1",NA,"BT","Bufo Terrestris"
"8489",0,0,"Etofenprox","80844-07-1","X1.BT.1",NA,"BT","Bufo Terrestris"
"8490",0,0,"Clomazone","81777-89-1","X1.BT.1",NA,"BT","Bufo Terrestris"
"8491",0,0,"Quintozene—","82-68-8","X1.BT.1",NA,"BT","Bufo Terrestris"
"8492",0,0,"Chlozolinate","84332-86-5","X1.BT.1",NA,"BT","Bufo Terrestris"
"8493",0,0,"Flusilazole","85509-19-9","X1.BT.1",NA,"BT","Bufo Terrestris"
"8494",0,0,"Azinphos-methyl","86-50-0","X1.BT.1",NA,"BT","Bufo Terrestris"
"8495",0,0,"Propisochlor","86763-47-5","X1.BT.1",NA,"BT","Bufo Terrestris"
"8496",0,0,"Myclobutanil","88671-89-0","X1.BT.1",NA,"BT","Bufo Terrestris"
"8497",0,0,"Cyhalothrin, lambda-","91465-08-6","X1.BT.1",NA,"BT","Bufo Terrestris"
"8498",0,0,"Allidochlor","93-71-0","X1.BT.1",NA,"BT","Bufo Terrestris"
"8499",0,0,"Fonofos","944-22-9","X1.BT.1",NA,"BT","Bufo Terrestris"
"8500",0,0,"Pyriproxyfen","95737-68-1","X1.BT.1",NA,"BT","Bufo Terrestris"
"8501",0,0,"Diphenamid","957-51-7","X1.BT.1",NA,"BT","Bufo Terrestris"
"8502",0,0,"Endosulfan I","959-98-8","X1.BT.1",NA,"BT","Bufo Terrestris"
"8503",0,0,"Pyridaben","96489-71-3","X1.BT.1",NA,"BT","Bufo Terrestris"
"8504",0,0,"Dicloran","99-30-9","X1.BT.1",NA,"BT","Bufo Terrestris"
"8505",66,0.215665977,"Diphenylamine","122-39-4","X1.BT.2",NA,"BT","Bufo Terrestris"
"8506",25,0.06013552,"Mirex","2385-85-5","X1.BT.2",0.019877554,"BT","Bufo Terrestris"
"8507",22,0.05723334,"DDE, o,p'-","3424-82-6","X1.BT.2",0.029816331,"BT","Bufo Terrestris"
"8508",11,0.012505471,"N-(2;4-Dimethylphenyl)formamide","60397-77-5","X1.BT.2",NA,"BT","Bufo Terrestris"
"8509",2,0.024753088,"Acetochlor","34256-82-1","X1.BT.2",NA,"BT","Bufo Terrestris"
"8510",2,0.017075628,"Atrazine","1912-24-9","X1.BT.2",NA,"BT","Bufo Terrestris"
"8511",2,0.079443893,"Pendimethalin","40487-42-1","X1.BT.2",NA,"BT","Bufo Terrestris"
"8512",2,0.013163784,"2-Phenylphenol","90-43-7","X1.BT.2",NA,"BT","Bufo Terrestris"
"8513",2,0.055403708,"Triadimefon","43121-43-3","X1.BT.2",NA,"BT","Bufo Terrestris"
"8514",2,0.24722349,"Triadimenol","55219-65-3","X1.BT.2",NA,"BT","Bufo Terrestris"
"8515",2,0.004387928,"Dichloroaniline, 3,4'-","95-76-1","X1.BT.2",NA,"BT","Bufo Terrestris"
"8516",1,0.02193964,"Tetrahydrophthalimide","1469-48-3","X1.BT.2",NA,"BT","Bufo Terrestris"
"8517",1,0.02520246,"Bifenthrin","82657-04-3","X1.BT.2",NA,"BT","Bufo Terrestris"
"8518",1,0.043001001,"Fipronil","120068-37-3","X1.BT.2",NA,"BT","Bufo Terrestris"
"8519",1,0.022485385,"Methyl parathion","298-00-0","X1.BT.2",NA,"BT","Bufo Terrestris"
"8520",1,0.058449908,"Cyprodinil","121552-61-2","X1.BT.2",NA,"BT","Bufo Terrestris"
"8521",1,0.028525787,"Endosulfan ether","3369-52-6","X1.BT.2",NA,"BT","Bufo Terrestris"
"8522",1,0.042788681,"Dieldrin ","60-57-1","X1.BT.2",NA,"BT","Bufo Terrestris"
"8523",1,0.047542979,"Chloropropylate","10/2/5836","X1.BT.2",NA,"BT","Bufo Terrestris"
"8524",1,0.026327568,"Lenacil","8/1/2164","X1.BT.2",NA,"BT","Bufo Terrestris"
"8525",0,0,"Metolachlor","51218-45-2","X1.BT.2",NA,"BT","Bufo Terrestris"
"8526",0,0,"Anthraquinone","84-65-1","X1.BT.2",NA,"BT","Bufo Terrestris"
"8527",0,0,"Chlorothalonil","1897-45-6","X1.BT.2",NA,"BT","Bufo Terrestris"
"8528",0,0,"Tebuconazole","107534-96-3","X1.BT.2",NA,"BT","Bufo Terrestris"
"8529",0,0,"Alachlor—","15972-60-8","X1.BT.2",NA,"BT","Bufo Terrestris"
"8530",0,0,"Biphenyl","92-52-4","X1.BT.2",NA,"BT","Bufo Terrestris"
"8531",0,0,"Malathion","121-75-5","X1.BT.2",NA,"BT","Bufo Terrestris"
"8532",0,0,"DDT, o,p'-","789-02-6","X1.BT.2",NA,"BT","Bufo Terrestris"
"8533",0,0,"Endosulfan II","33213-65-9","X1.BT.2",NA,"BT","Bufo Terrestris"
"8534",0,0,"Permethrin, trans-","61949-77-7","X1.BT.2",NA,"BT","Bufo Terrestris"
"8535",0,0,"Flutolanil","66332-96-5","X1.BT.2",NA,"BT","Bufo Terrestris"
"8536",0,0,"Endosulfan sulfate","1031-07-8","X1.BT.2",NA,"BT","Bufo Terrestris"
"8537",0,0,"Fludioxonil","131341-86-1","X1.BT.2",NA,"BT","Bufo Terrestris"
"8538",0,0,"Pretilachlor","51218-49-6","X1.BT.2",NA,"BT","Bufo Terrestris"
"8539",0,0,"Nonachlor, trans-","39765-80-5","X1.BT.2",NA,"BT","Bufo Terrestris"
"8540",0,0,"Chlordane","57-74-9","X1.BT.2",NA,"BT","Bufo Terrestris"
"8541",0,0,"DDE, p,p'-","72-55-9","X1.BT.2",NA,"BT","Bufo Terrestris"
"8542",0,0,"Dichlorobenzophenone, 4,4'-","90-98-2","X1.BT.2",NA,"BT","Bufo Terrestris"
"8543",0,0,"DDD, o,p'-","53-19-0","X1.BT.2",NA,"BT","Bufo Terrestris"
"8544",0,0,"Fenson","80-38-6","X1.BT.2",NA,"BT","Bufo Terrestris"
"8545",0,0,"Bioallethrin—","584-79-2","X1.BT.2",NA,"BT","Bufo Terrestris"
"8546",0,0,"Piperonyl butoxide","51-03-6","X1.BT.2",NA,"BT","Bufo Terrestris"
"8547",0,0,"Permethrin, cis-—","61949-76-6","X1.BT.2",NA,"BT","Bufo Terrestris"
"8548",0,0,"Fenvalerate 1††","51630-58-1","X1.BT.2",NA,"BT","Bufo Terrestris"
"8549",0,0,"Acrinathrin","101007-06-1","X1.BT.2",NA,"BT","Bufo Terrestris"
"8550",0,0,"Chlorpropham","101-21-3","X1.BT.2",NA,"BT","Bufo Terrestris"
"8551",0,0,"Imidacloprid-D4","1015855-75-0","X1.BT.2",NA,"BT","Bufo Terrestris"
"8552",0,0,"Heptachlor epoxide","1024-57-3","X1.BT.2",NA,"BT","Bufo Terrestris"
"8553",0,0,"tau-Fluvalinate 1††","102851-06-9","X1.BT.2",NA,"BT","Bufo Terrestris"
"8554",0,0,"Chlorbenside","103-17-3","X1.BT.2",NA,"BT","Bufo Terrestris"
"8555",0,0,"Resmethrin 1††","10453-86-8","X1.BT.2",NA,"BT","Bufo Terrestris"
"8556",0,0,"Dichlofluanid","1085-98-9","X1.BT.2",NA,"BT","Bufo Terrestris"
"8557",0,0,"Pebulate","1114-71-2","X1.BT.2",NA,"BT","Bufo Terrestris"
"8558",0,0,"Cycloate","1134-23-2","X1.BT.2",NA,"BT","Bufo Terrestris"
"8559",0,0,"MGK 264 1††","113-48-4","X1.BT.2",NA,"BT","Bufo Terrestris"
"8560",0,0,"Endosulfan","115-29-7","X1.BT.2",NA,"BT","Bufo Terrestris"
"8561",0,0,"Tetradifon","116-29-0","X1.BT.2",NA,"BT","Bufo Terrestris"
"8562",0,0,"Tecnazene","117-18-0","X1.BT.2",NA,"BT","Bufo Terrestris"
"8563",0,0,"Transfluthrin","118712-89-3","X1.BT.2",NA,"BT","Bufo Terrestris"
"8564",0,0,"Hexachlorobenzene","118-74-1","X1.BT.2",NA,"BT","Bufo Terrestris"
"8565",0,0,"Pyridaphenthion","119-12-0","X1.BT.2",NA,"BT","Bufo Terrestris"
"8566",0,0,"Tebufenpyrad","119168-77-3","X1.BT.2",NA,"BT","Bufo Terrestris"
"8567",0,0,"Diclobenil","1194-65-6","X1.BT.2",NA,"BT","Bufo Terrestris"
"8568",0,0,"Thiacloprid","11988-49-9","X1.BT.2",NA,"BT","Bufo Terrestris"
"8569",0,0,"Fenitrothion","122-14-5","X1.BT.2",NA,"BT","Bufo Terrestris"
"8570",0,0,"Chlorfenapyr","122453-73-0","X1.BT.2",NA,"BT","Bufo Terrestris"
"8571",0,0,"Clothianidin-D3","126776-24-8","X1.BT.2",NA,"BT","Bufo Terrestris"
"8572",0,0,"Carfentrazone ethyl","128639-02-1","X1.BT.2",NA,"BT","Bufo Terrestris"
"8573",0,0,"Thiamethoxam-D3","1294048-82-0","X1.BT.2",NA,"BT","Bufo Terrestris"
"8574",0,0,"Terbufos","13071-79-9","X1.BT.2",NA,"BT","Bufo Terrestris"
"8575",0,0,"Bromfenvinphos-methyl","13104-21-7","X1.BT.2",NA,"BT","Bufo Terrestris"
"8576",0,0,"Captan","133-06-2","X1.BT.2",NA,"BT","Bufo Terrestris"
"8577",0,0,"Folpet","133-07-3","X1.BT.2",NA,"BT","Bufo Terrestris"
"8578",0,0,"Pyrazophos","13457-18-6","X1.BT.2",NA,"BT","Bufo Terrestris"
"8579",0,0,"Acetamiprid-D3","1353869-35-8","X1.BT.2",NA,"BT","Bufo Terrestris"
"8580",0,0,"Acetamiprid","135410-20-7","X1.BT.2",NA,"BT","Bufo Terrestris"
"8581",0,0,"Quinalphos","13593-03-8","X1.BT.2",NA,"BT","Bufo Terrestris"
"8582",0,0,"Fluquinconazole","136426-54-5","X1.BT.2",NA,"BT","Bufo Terrestris"
"8583",0,0,"Imidacloprid","138261-41-3","X1.BT.2",NA,"BT","Bufo Terrestris"
"8584",0,0,"Nitenpyram","150824-47-8","X1.BT.2",NA,"BT","Bufo Terrestris"
"8585",0,0,"Thiamethoxam","153719-23-4","X1.BT.2",NA,"BT","Bufo Terrestris"
"8586",0,0,"Trifluralin","1582-09-8","X1.BT.2",NA,"BT","Bufo Terrestris"
"8587",0,0,"Dinotefuran","165252-70-0","X1.BT.2",NA,"BT","Bufo Terrestris"
"8588",0,0,"Edifenphos","17109-49-8","X1.BT.2",NA,"BT","Bufo Terrestris"
"8589",0,0,"Thiacloprid-D4","1793071-39-2","X1.BT.2",NA,"BT","Bufo Terrestris"
"8590",0,0,"Iodofenfos","18181-70-9","X1.BT.2",NA,"BT","Bufo Terrestris"
"8591",0,0,"Bromopropylate","18181-80-1","X1.BT.2",NA,"BT","Bufo Terrestris"
"8592",0,0,"Pentachlorothioanisole","1825-19-0","X1.BT.2",NA,"BT","Bufo Terrestris"
"8593",0,0,"Pentachloroanisole","1825-21-4","X1.BT.2",NA,"BT","Bufo Terrestris"
"8594",0,0,"Nitrofen","1836-75-5","X1.BT.2",NA,"BT","Bufo Terrestris"
"8595",0,0,"Chlorthal-dimethyl","1861-32-1","X1.BT.2",NA,"BT","Bufo Terrestris"
"8596",0,0,"Benfluralin","1861-40-1","X1.BT.2",NA,"BT","Bufo Terrestris"
"8597",0,0,"Propachlor","1918-16-7","X1.BT.2",NA,"BT","Bufo Terrestris"
"8598",0,0,"Oxadiazon","19666-30-9","X1.BT.2",NA,"BT","Bufo Terrestris"
"8599",0,0,"Pentachlorobenzonitrile","20925-85-3","X1.BT.2",NA,"BT","Bufo Terrestris"
"8600",0,0,"EPN","2104-64-5","X1.BT.2",NA,"BT","Bufo Terrestris"
"8601",0,0,"Bromophos-methyl","2104-96-3","X1.BT.2",NA,"BT","Bufo Terrestris"
"8602",0,0,"Clothianidin","210880-92-5","X1.BT.2",NA,"BT","Bufo Terrestris"
